일자리,2,안,2,,,조선,1,,,,,,,,,,
기도,2,난,2,,,맛,1,,,,,,,,,,
마무리,2,대출,2,,,엄마,1,,,,,,,,,,
고개,2,트랙,2,,,발견,1,,,,,,,,,,
가난,2,패배,2,,,간지,1,,,,,,,,,,
제태,2,정혜신,2,,,일제,1,,,,,,,,,,
이름,2,양시,2,,,초등,1,,,,,,,,,,
통찰,2,패드,2,,,고립,1,,,,,,,,,,
출근길,2,개,2,,,단풍,1,,,,,,,,,,
금서,2,수정,2,,,봉,1,,,,,,,,,,
지지,2,소통,2,,,언제,1,,,,,,,,,,
만남,2,그것,2,,,아어,1,,,,,,,,,,
그동안,2,여지,2,,,러브,1,,,,,,,,,,
펀드,2,후반부,2,,,,,,,,,,,,,,
대한민국,2,무시,2,,,,,,,,,,,,,,
후반,2,잠자리,2,,,,,,,,,,,,,,
실물,2,정주,2,,,,,,,,,,,,,,
하루하루,2,다짐,2,,,,,,,,,,,,,,
과제,2,불법,2,,,,,,,,,,,,,,
자리,1,클럽,2,,,,,,,,,,,,,,
류,1,편견,2,,,,,,,,,,,,,,
감탄사,1,드래곤,2,,,,,,,,,,,,,,
층,1,목록,2,,,,,,,,,,,,,,
체력,1,이걸,2,,,,,,,,,,,,,,
설서,1,반전,2,,,,,,,,,,,,,,
